部門コード,部門名,勘定科目コード,勘定科目名,補助科目コード,補助科目名,前残,借方金額,貸方金額,残高
4824,EPARKﾒﾃﾞｨｱﾊﾟｰﾄﾅｰｽﾞ,515,業務委託売上,,合計,94468,0,159585,254053
4824,EPARKﾒﾃﾞｨｱﾊﾟｰﾄﾅｰｽﾞ,515,業務委託売上,,差額(科目 - 合計),,,,0
4825,GOLUCK,515,業務委託売上,7020,GOLUCK,286781,0,121982,408763
4825,GOLUCK,515,業務委託売上,,合計,286781,0,121982,408763
4825,GOLUCK,515,業務委託売上,,差額(科目 - 合計),,,,0
4826,TABICT,515,業務委託売上,6904,TABICT,131750,0,221015,352765
4826,TABICT,515,業務委託売上,,合計,131750,0,221015,352765
4826,TABICT,515,業務委託売上,,差額(科目 - 合計),,,,0
4827,Twelve,515,業務委託売上,6178,Twelve,2333228,0,2561946,4895174
4827,Twelve,515,業務委託売上,,合計,2333228,0,2561946,4895174
4827,Twelve,515,業務委託売上,,差額(科目 - 合計),,,,0
4828,U-NEXT,515,業務委託売上,7039,U-NEXT,926644,0,1106809,2033453
4828,U-NEXT,515,業務委託売上,,合計,926644,0,1106809,2033453
4828,U-NEXT,515,業務委託売上,,差額(科目 - 合計),,,,0
4829,USEN NETWORKS,515,業務委託売上,7042,USENNET,37085,0,55415,92500
4829,USEN NETWORKS,515,業務委託売上,,合計,37085,0,55415,92500
4829,USEN NETWORKS,515,業務委託売上,,差額(科目 - 合計),,,,0
4830,Wiz,515,業務委託売上,7043,Wiz,369512,0,567685,937197
4830,Wiz,515,業務委託売上,,合計,369512,0,567685,937197
4830,Wiz,515,業務委託売上,,差額(科目 - 合計),,,,0
4831,ｱｲ･ｲｰｸﾞﾙｰﾌﾟ,515,業務委託売上,7044,ｱｲｲｰｸﾞﾙ,1190977,0,1181667,2372644
4831,ｱｲ･ｲｰｸﾞﾙｰﾌﾟ,515,業務委託売上,,合計,1190977,0,1181667,2372644
4831,ｱｲ･ｲｰｸﾞﾙｰﾌﾟ,515,業務委託売上,,差額(科目 - 合計),,,,0
4832,ｱｲﾈｯﾄｻﾎﾟｰﾄ,515,業務委託売上,6619,ｱｲﾈｯﾄ,18720,0,18600,37320
4832,ｱｲﾈｯﾄｻﾎﾟｰﾄ,515,業務委託売上,,合計,18720,0,18600,37320
4832,ｱｲﾈｯﾄｻﾎﾟｰﾄ,515,業務委託売上,,差額(科目 - 合計),,,,0
4833,ｱｲﾌﾗｯｸﾞ,515,業務委託売上,7045,ｱｲﾌﾗｯｸﾞ,486050,0,522100,1008150
4833,ｱｲﾌﾗｯｸﾞ,515,業務委託売上,,合計,486050,0,522100,1008150
4833,ｱｲﾌﾗｯｸﾞ,515,業務委託売上,,差額(科目 - 合計),,,,0
4834,ｱｸｾﾙ,515,業務委託売上,6A07,㈱ｱｸｾﾙ,562486,0,446192,1008678
4834,ｱｸｾﾙ,515,業務委託売上,,合計,562486,0,446192,1008678
4834,ｱｸｾﾙ,515,業務委託売上,,差額(科目 - 合計),,,,0
4835,ｱｸﾄｺｰﾙ,515,業務委託売上,7048,ｱｸﾄｺｰﾙ,577531,0,712305,1289836
4835,ｱｸﾄｺｰﾙ,515,業務委託売上,,合計,577531,0,712305,1289836
4835,ｱｸﾄｺｰﾙ,515,業務委託売上,,差額(科目 - 合計),,,,0
4836,ｲﾝﾀｰﾈｯﾄｲﾆｼｱﾃｨﾌﾞ,515,業務委託売上,7735,ｲﾝﾀｰﾈｯﾄｲﾆｼｱﾃｨﾌ,3518059,0,1222657,4740716
4836,ｲﾝﾀｰﾈｯﾄｲﾆｼｱﾃｨﾌﾞ,515,業務委託売上,,合計,3518059,0,1222657,4740716
4836,ｲﾝﾀｰﾈｯﾄｲﾆｼｱﾃｨﾌﾞ,515,業務委託売上,,差額(科目 - 合計),,,,0
4838,ｴｰ･ﾃﾞｨｰ･ﾊﾟｰﾄﾅｰｽﾞ,515,業務委託売上,6901,ｴｰﾃﾞｨｰﾊﾟｰﾄﾅｰｽﾞ,15480,0,31755,47235
4838,ｴｰ･ﾃﾞｨｰ･ﾊﾟｰﾄﾅｰｽﾞ,515,業務委託売上,,合計,15480,0,31755,47235
4838,ｴｰ･ﾃﾞｨｰ･ﾊﾟｰﾄﾅｰｽﾞ,515,業務委託売上,,差額(科目 - 合計),,,,0
4839,ｴｽ･ｹｲ通信,515,業務委託売上,7050,ｴｽｹｲ通信,551193,0,539272,1090465
4839,ｴｽ･ｹｲ通信,515,業務委託売上,,合計,551193,0,539272,1090465
4839,ｴｽ･ｹｲ通信,515,業務委託売上,,差額(科目 - 合計),,,,0
4840,ｴﾌﾃｨｵﾍﾟﾚｰｼｮﾝS&S,515,業務委託売上,7051,ｴﾌﾃｨｵﾍﾟ,8510322,0,8683036,17193358
4840,ｴﾌﾃｨｵﾍﾟﾚｰｼｮﾝS&S,515,業務委託売上,,合計,8510322,0,8683036,17193358
4840,ｴﾌﾃｨｵﾍﾟﾚｰｼｮﾝS&S,515,業務委託売上,,差額(科目 - 合計),,,,0
4841,おﾄｸでんき,515,業務委託売上,7052,おﾄｸでんき,865824,0,919037,1784861
4841,おﾄｸでんき,515,業務委託売上,,合計,865824,0,919037,1784861
4841,おﾄｸでんき,515,業務委託売上,,差額(科目 - 合計),,,,0
4843,ｼﾞｪｲ･ｺﾐｭﾆｹｰｼｮﾝ,515,業務委託売上,7060,ｼﾞｪｲｺﾐｭ,587074,0,884077,1471151
4843,ｼﾞｪｲ･ｺﾐｭﾆｹｰｼｮﾝ,515,業務委託売上,,合計,587074,0,884077,1471151
4843,ｼﾞｪｲ･ｺﾐｭﾆｹｰｼｮﾝ,515,業務委託売上,,差額(科目 - 合計),,,,0
4844,ｾﾞﾆｽ,515,業務委託売上,7063,ｾﾞﾆｽ,19350,0,26470,45820
4844,ｾﾞﾆｽ,515,業務委託売上,,合計,19350,0,26470,45820
4844,ｾﾞﾆｽ,515,業務委託売上,,差額(科目 - 合計),,,,0
4845,ﾀｶﾗﾚﾝﾀｯｸｽｸﾞﾙｰﾌﾟﾎｰﾙﾃﾞｨﾝｸﾞｽ,515,業務委託売上,7064,ﾀｶﾗﾚﾝﾀｯ,34200,0,53830,88030
4845,ﾀｶﾗﾚﾝﾀｯｸｽｸﾞﾙｰﾌﾟﾎｰﾙﾃﾞｨﾝｸﾞｽ,515,業務委託売上,,合計,34200,0,53830,88030
4845,ﾀｶﾗﾚﾝﾀｯｸｽｸﾞﾙｰﾌﾟﾎｰﾙﾃﾞｨﾝｸﾞｽ,515,業務委託売上,,差額(科目 - 合計),,,,0
4846,ﾄﾗｲﾃﾞﾝﾄ,515,業務委託売上,7065,ﾄﾗｲﾃﾞﾝﾄ,111370,0,110250,221620
4846,ﾄﾗｲﾃﾞﾝﾄ,515,業務委託売上,,合計,111370,0,110250,221620
4846,ﾄﾗｲﾃﾞﾝﾄ,515,業務委託売上,,差額(科目 - 合計),,,,0
4847,ﾊｲﾎｰ,515,業務委託売上,7067,ﾊｲﾎｰ,6532515,0,6327348,12859863
4847,ﾊｲﾎｰ,515,業務委託売上,,合計,6532515,0,6327348,12859863
4847,ﾊｲﾎｰ,515,業務委託売上,,差額(科目 - 合計),,,,0
4848,ﾊﾙｴﾈ,515,業務委託売上,7068,ﾊﾙｴﾈ,1552572,0,1847788,3400360
4848,ﾊﾙｴﾈ,515,業務委託売上,,合計,1552572,0,1847788,3400360
4848,ﾊﾙｴﾈ,515,業務委託売上,,差額(科目 - 合計),,,,0
4849,ﾊﾛｰｺﾐｭﾆｹｰｼｮﾝｽﾞ,515,業務委託売上,7069,ﾊﾛｰｺﾐｭﾆ,81041,0,54000,135041
4849,ﾊﾛｰｺﾐｭﾆｹｰｼｮﾝｽﾞ,515,業務委託売上,,合計,81041,0,54000,135041
4849,ﾊﾛｰｺﾐｭﾆｹｰｼｮﾝｽﾞ,515,業務委託売上,,差額(科目 - 合計),,,,0
4850,ﾋﾞｼﾞﾈｽﾊﾟｰﾄﾅｰ,515,業務委託売上,7070,ﾋﾞｼﾞﾈｽﾊ,142811,0,106527,249338
4850,ﾋﾞｼﾞﾈｽﾊﾟｰﾄﾅｰ,515,業務委託売上,,合計,142811,0,106527,249338
4850,ﾋﾞｼﾞﾈｽﾊﾟｰﾄﾅｰ,515,業務委託売上,,差額(科目 - 合計),,,,0
4851,ﾋﾞｼﾞｭｱﾙﾘｻｰﾁ,515,業務委託売上,7071,ﾋﾞｼﾞｭｱﾙ,211756,0,223440,435196
4851,ﾋﾞｼﾞｭｱﾙﾘｻｰﾁ,515,業務委託売上,,合計,211756,0,223440,435196
4851,ﾋﾞｼﾞｭｱﾙﾘｻｰﾁ,515,業務委託売上,,差額(科目 - 合計),,,,0
4852,ﾋﾞｼﾞｮﾝ,515,業務委託売上,7072,ﾋﾞｼﾞｮﾝ,128000,0,0,128000
4852,ﾋﾞｼﾞｮﾝ,515,業務委託売上,,合計,128000,0,0,128000
4852,ﾋﾞｼﾞｮﾝ,515,業務委託売上,,差額(科目 - 合計),,,,0
4853,ひまわりでんき,515,業務委託売上,7073,ひまわりでんき,486965,0,667854,1154819
4853,ひまわりでんき,515,業務委託売上,,合計,486965,0,667854,1154819
4853,ひまわりでんき,515,業務委託売上,,差額(科目 - 合計),,,,0
4854,ひまわりﾋﾞｼﾞﾈｽｻｰﾋﾞｽ,515,業務委託売上,7074,ひまわりﾋﾞｼ,153455,0,144824,298279
4854,ひまわりﾋﾞｼﾞﾈｽｻｰﾋﾞｽ,515,業務委託売上,,合計,153455,0,144824,298279
4854,ひまわりﾋﾞｼﾞﾈｽｻｰﾋﾞｽ,515,業務委託売上,,差額(科目 - 合計),,,,0
4855,ﾌｧｲｽﾞﾎｰﾙﾃﾞｨﾝｸﾞｽ,515,業務委託売上,7075,ﾌｧｲｽﾞﾎｰ,125395,0,110515,235910
4855,ﾌｧｲｽﾞﾎｰﾙﾃﾞｨﾝｸﾞｽ,515,業務委託売上,,合計,125395,0,110515,235910
4855,ﾌｧｲｽﾞﾎｰﾙﾃﾞｨﾝｸﾞｽ,515,業務委託売上,,差額(科目 - 合計),,,,0
4856,ﾌｫｰﾊﾞﾙﾃﾚｺﾑ,515,業務委託売上,7077,ﾌｫｰﾊﾞﾙﾃ,1122710,0,1120715,2243425
4856,ﾌｫｰﾊﾞﾙﾃﾚｺﾑ,515,業務委託売上,,合計,1122710,0,1120715,2243425
4856,ﾌｫｰﾊﾞﾙﾃﾚｺﾑ,515,業務委託売上,,差額(科目 - 合計),,,,0
4857,ﾒﾝﾊﾞｰｽﾞﾓﾊﾞｲﾙ,515,業務委託売上,7081,ﾒﾝﾊﾞｰｽﾞ,930070,0,915851,1845921
4857,ﾒﾝﾊﾞｰｽﾞﾓﾊﾞｲﾙ,515,業務委託売上,,合計,930070,0,915851,1845921
4857,ﾒﾝﾊﾞｰｽﾞﾓﾊﾞｲﾙ,515,業務委託売上,,差額(科目 - 合計),,,,0
4858,光通信,515,業務委託売上,7084,光通信,107661,0,66340,174001
4858,光通信,515,業務委託売上,,合計,107661,0,66340,174001
4858,光通信,515,業務委託売上,,差額(科目 - 合計),,,,0
4859,宅建ﾌﾞﾚｲﾝｽﾞ,515,業務委託売上,7086,宅建ﾌﾞﾚｲﾝ,193570,0,161450,355020
4859,宅建ﾌﾞﾚｲﾝｽﾞ,515,業務委託売上,,合計,193570,0,161450,355020
4859,宅建ﾌﾞﾚｲﾝｽﾞ,515,業務委託売上,,差額(科目 - 合計),,,,0
4860,関東信越税理士会,515,業務委託売上,7089,関東信越税理士,0,0,140535,140535
4860,関東信越税理士会,515,業務委託売上,,合計,0,0,140535,140535
4860,関東信越税理士会,515,業務委託売上,,差額(科目 - 合計),,,,0
4861,地域医療振興協会練馬光が丘病院,515,業務委託売上,7091,練馬光が丘病院,147605,0,149755,297360
4861,地域医療振興協会練馬光が丘病院,515,業務委託売上,,合計,147605,0,149755,297360
4861,地域医療振興協会練馬光が丘病院,515,業務委託売上,,差額(科目 - 合計),,,,0
7103,OT製品関連耐久試験,515,業務委託売上,9101,ｵﾘﾝﾊﾟｽ,26333325,0,6832846,33166171
7103,OT製品関連耐久試験,515,業務委託売上,,合計,26333325,0,6832846,33166171
7103,OT製品関連耐久試験,515,業務委託売上,,差額(科目 - 合計),,,,0
7104,日銀ｼｽﾃﾑ,515,業務委託売上,6449,日本銀行,5940000,0,990000,6930000
7104,日銀ｼｽﾃﾑ,515,業務委託売上,,合計,5940000,0,990000,6930000
7104,日銀ｼｽﾃﾑ,515,業務委託売上,,差額(科目 - 合計),,,,0
7107,ﾘﾌﾟﾛﾗｲﾌ,517,派遣売上,6629,ﾘﾌﾟﾛﾗｲﾌ,1120525,0,167200,1287725
7107,ﾘﾌﾟﾛﾗｲﾌ,517,派遣売上,,合計,1120525,0,167200,1287725
7107,ﾘﾌﾟﾛﾗｲﾌ,517,派遣売上,,差額(科目 - 合計),,,,0
7109,ｿﾆｰｵﾘﾝﾊﾟｽﾒﾃﾞｨｶﾙｿﾘｭｰｼｮﾝｽﾞ耐久,515,業務委託売上,9051,ｿﾆｰ･ｵﾘﾝﾊﾟｽﾒﾃﾞｨ,1343860,0,152565,1496425
7109,ｿﾆｰｵﾘﾝﾊﾟｽﾒﾃﾞｨｶﾙｿﾘｭｰｼｮﾝｽﾞ耐久,515,業務委託売上,,合計,1343860,0,152565,1496425
7109,ｿﾆｰｵﾘﾝﾊﾟｽﾒﾃﾞｨｶﾙｿﾘｭｰｼｮﾝｽﾞ耐久,515,業務委託売上,,差額(科目 - 合計),,,,0
7110,SCSKｻｰﾋﾞｽｳｪｱ,517,派遣売上,6937,SCSKｻｰﾋﾞｽｳｪｱ,4194750,0,1081464,5276214
7110,SCSKｻｰﾋﾞｽｳｪｱ,517,派遣売上,,合計,4194750,0,1081464,5276214
7110,SCSKｻｰﾋﾞｽｳｪｱ,517,派遣売上,,差額(科目 - 合計),,,,0
7111,ｺｸﾞﾆﾋﾞｼﾞｮﾝ㈱,517,派遣売上,6636,ｺｸﾞﾆﾋﾞｼﾞｮﾝ㈱,2045100,0,303600,2348700
7111,ｺｸﾞﾆﾋﾞｼﾞｮﾝ㈱,517,派遣売上,,合計,2045100,0,303600,2348700
7111,ｺｸﾞﾆﾋﾞｼﾞｮﾝ㈱,517,派遣売上,,差額(科目 - 合計),,,,0
7112,ｵﾘﾝﾊﾟｽ企業年金基金,517,派遣売上,6999,ｵﾘﾝﾊﾟｽ企業年金,2018461,0,357995,2376456
7112,ｵﾘﾝﾊﾟｽ企業年金基金,517,派遣売上,,合計,2018461,0,357995,2376456
7112,ｵﾘﾝﾊﾟｽ企業年金基金,517,派遣売上,,差額(科目 - 合計),,,,0
7113,ｺﾝﾁﾈﾝﾀﾙ･ｵｰﾄﾓｰﾃｨﾌﾞ㈱,515,業務委託売上,6539,ｺﾝﾁﾈﾝﾀﾙ･ｵｰﾄﾓｰﾃ,2880000,0,440000,3320000
7113,ｺﾝﾁﾈﾝﾀﾙ･ｵｰﾄﾓｰﾃｨﾌﾞ㈱,515,業務委託売上,,合計,2880000,0,440000,3320000
7113,ｺﾝﾁﾈﾝﾀﾙ･ｵｰﾄﾓｰﾃｨﾌﾞ㈱,515,業務委託売上,,差額(科目 - 合計),,,,0
7114,OT八王子庶務業務受託2(RD運営統,515,業務委託売上,9101,ｵﾘﾝﾊﾟｽ,14490000,0,2240000,16730000
7114,OT八王子庶務業務受託2(RD運営統,515,業務委託売上,,合計,14490000,0,2240000,16730000
7114,OT八王子庶務業務受託2(RD運営統,515,業務委託売上,,差額(科目 - 合計),,,,0
7115,OT人事ｼｽﾃﾑ東京,515,業務委託売上,9101,ｵﾘﾝﾊﾟｽ,3856440,0,642740,4499180
7115,OT人事ｼｽﾃﾑ東京,515,業務委託売上,,合計,3856440,0,642740,4499180
7115,OT人事ｼｽﾃﾑ東京,515,業務委託売上,,差額(科目 - 合計),,,,0
7116,医療法人社団北原国際病院,517,派遣売上,6A37,医）北原国際,652972,0,0,652972
7116,医療法人社団北原国際病院,517,派遣売上,,合計,652972,0,0,652972
7116,医療法人社団北原国際病院,517,派遣売上,,差額(科目 - 合計),,,,0
7117,ﾌｨｰﾄﾞ,517,派遣売上,9048,ﾌｨｰﾄﾞ,739197,0,325225,1064422
7117,ﾌｨｰﾄﾞ,517,派遣売上,,合計,739197,0,325225,1064422
7117,ﾌｨｰﾄﾞ,517,派遣売上,,差額(科目 - 合計),,,,0
7118,ﾋﾞｱﾒｶﾆｸｽ派遣手配OS,515,業務委託売上,6A22,ﾋﾞｱﾒｶﾆｸｽ㈱,540000,0,440000,980000
7118,ﾋﾞｱﾒｶﾆｸｽ派遣手配OS,515,業務委託売上,,合計,540000,0,440000,980000
7118,ﾋﾞｱﾒｶﾆｸｽ派遣手配OS,515,業務委託売上,,差額(科目 - 合計),,,,0
7119,東京薬科大学,517,派遣売上,6A49,東京薬科大学,100500,0,230585,331085
7119,東京薬科大学,517,派遣売上,,合計,100500,0,230585,331085
7119,東京薬科大学,517,派遣売上,,差額(科目 - 合計),,,,0
7138,ｹﾝｳｯﾄﾞﾃﾞｻﾞｲﾝ,517,派遣売上,6411,㈱ｹﾝｳｯﾄﾞﾃﾞｻﾞｲﾝ,166219,0,0,166219
7138,ｹﾝｳｯﾄﾞﾃﾞｻﾞｲﾝ,517,派遣売上,,合計,166219,0,0,166219
7138,ｹﾝｳｯﾄﾞﾃﾞｻﾞｲﾝ,517,派遣売上,,差額(科目 - 合計),,,,0
7141,ｵﾘﾝﾊﾟｽ健康保険組合,517,派遣売上,9118,ｵﾘﾝﾊﾟｽ健保組合,2111913,0,384559,2496472
7141,ｵﾘﾝﾊﾟｽ健康保険組合,517,派遣売上,,合計,2111913,0,384559,2496472
7141,ｵﾘﾝﾊﾟｽ健康保険組合,517,派遣売上,,差額(科目 - 合計),,,,0
7145,ｵﾘﾝﾊﾟｽﾒﾓﾘｰﾜｰｸｽ,517,派遣売上,9042,ｵﾘﾝﾊﾟｽﾒﾓﾘｰ,10931800,0,1921611,12853411
7145,ｵﾘﾝﾊﾟｽﾒﾓﾘｰﾜｰｸｽ,517,派遣売上,,合計,10931800,0,1921611,12853411
7145,ｵﾘﾝﾊﾟｽﾒﾓﾘｰﾜｰｸｽ,517,派遣売上,,差額(科目 - 合計),,,,0
7156,㈱ｹﾝｳｯﾄﾞﾎｰﾑｴﾚｸﾄﾛﾆｸｽ派遣,517,派遣売上,6413,JVCｹﾝｳｯﾄﾞﾎｰﾙﾃﾞ,2641554,0,440260,3081814
7156,㈱ｹﾝｳｯﾄﾞﾎｰﾑｴﾚｸﾄﾛﾆｸｽ派遣,517,派遣売上,,合計,2641554,0,440260,3081814
7156,㈱ｹﾝｳｯﾄﾞﾎｰﾑｴﾚｸﾄﾛﾆｸｽ派遣,517,派遣売上,,差額(科目 - 合計),,,,0
7157,㈱JVCｹﾝｳｯﾄﾞ業務受託,515,業務委託売上,6413,JVCｹﾝｳｯﾄﾞﾎｰﾙﾃﾞ,12354000,0,2059000,14413000
7157,㈱JVCｹﾝｳｯﾄﾞ業務受託,515,業務委託売上,,合計,12354000,0,2059000,14413000
7157,㈱JVCｹﾝｳｯﾄﾞ業務受託,515,業務委託売上,,差額(科目 - 合計),,,,0
7176,㈱ｽﾋﾟﾝ,517,派遣売上,6688,ｽﾋﾟﾝ,7668152,0,1197296,8865448
7176,㈱ｽﾋﾟﾝ,517,派遣売上,,合計,7668152,0,1197296,8865448
7176,㈱ｽﾋﾟﾝ,517,派遣売上,,差額(科目 - 合計),,,,0
7187,JVC公共,517,派遣売上,6727,JVC公共,5772718,0,1025275,6797993
7187,JVC公共,517,派遣売上,,合計,5772718,0,1025275,6797993
7187,JVC公共,517,派遣売上,,差額(科目 - 合計),,,,0
7193,OT東京,517,派遣売上,9101,ｵﾘﾝﾊﾟｽ,8219916,0,1015405,9235321
7193,OT東京,517,派遣売上,,合計,8219916,0,1015405,9235321
7193,OT東京,517,派遣売上,,差額(科目 - 合計),,,,0
7194,OT相模原,517,派遣売上,9101,ｵﾘﾝﾊﾟｽ,8925279,0,1404411,10329690
7194,OT相模原,517,派遣売上,,合計,8925279,0,1404411,10329690
7194,OT相模原,517,派遣売上,,差額(科目 - 合計),,,,0
7195,OT八王子1,517,派遣売上,9101,ｵﾘﾝﾊﾟｽ,27322951,0,4215586,31538537
7195,OT八王子1,517,派遣売上,,合計,27322951,0,4215586,31538537
7195,OT八王子1,517,派遣売上,,差額(科目 - 合計),,,,0
7196,OT八王子2,517,派遣売上,9101,ｵﾘﾝﾊﾟｽ,104215271,0,17815655,122030926
7196,OT八王子2,517,派遣売上,,合計,104215271,0,17815655,122030926
7196,OT八王子2,517,派遣売上,,差額(科目 - 合計),,,,0
7197,京西ﾃｸﾉｽ,517,派遣売上,6803,京西ﾃｸﾉｽ,12728979,0,2094333,14823312
7197,京西ﾃｸﾉｽ,517,派遣売上,,合計,12728979,0,2094333,14823312
7197,京西ﾃｸﾉｽ,517,派遣売上,,差額(科目 - 合計),,,,0
7198,ﾆﾌｺ,517,派遣売上,6521,㈱ﾆﾌｺ,2039582,0,379643,2419225
7198,ﾆﾌｺ,517,派遣売上,,合計,2039582,0,379643,2419225
7198,ﾆﾌｺ,517,派遣売上,,差額(科目 - 合計),,,,0
7203,ｵﾘﾝﾊﾟｽﾒﾃﾞｨｶﾙｼｽﾃﾑｽﾞ,517,派遣売上,9126,ｵﾘﾝﾊﾟｽﾒﾃﾞｨｶﾙｼｽ,2771800,0,401135,3172935
7203,ｵﾘﾝﾊﾟｽﾒﾃﾞｨｶﾙｼｽﾃﾑｽﾞ,517,派遣売上,,合計,2771800,0,401135,3172935
7203,ｵﾘﾝﾊﾟｽﾒﾃﾞｨｶﾙｼｽﾃﾑｽﾞ,517,派遣売上,,差額(科目 - 合計),,,,0
7206,ｵﾘﾝﾊﾟｽ労組,517,派遣売上,9121,ｵﾘﾝﾊﾟｽ労働組合,1966990,0,313924,2280914
7206,ｵﾘﾝﾊﾟｽ労組,517,派遣売上,,合計,1966990,0,313924,2280914
7206,ｵﾘﾝﾊﾟｽ労組,517,派遣売上,,差額(科目 - 合計),,,,0
7210,八CRM,515,業務委託売上,9101,ｵﾘﾝﾊﾟｽ,12120000,0,2020000,14140000
7210,八CRM,515,業務委託売上,,合計,12120000,0,2020000,14140000
7210,八CRM,515,業務委託売上,,差額(科目 - 合計),,,,0
7213,ｿﾆｰ･ｵﾘﾝﾊﾟｽﾒﾃﾞｨｶﾙｿﾘｭｰｼｮﾝｽﾞ㈱,517,派遣売上,9051,ｿﾆｰ･ｵﾘﾝﾊﾟｽﾒﾃﾞｨ,3876410,0,696535,4572945
7213,ｿﾆｰ･ｵﾘﾝﾊﾟｽﾒﾃﾞｨｶﾙｿﾘｭｰｼｮﾝｽﾞ㈱,517,派遣売上,,合計,3876410,0,696535,4572945
7213,ｿﾆｰ･ｵﾘﾝﾊﾟｽﾒﾃﾞｨｶﾙｿﾘｭｰｼｮﾝｽﾞ㈱,517,派遣売上,,差額(科目 - 合計),,,,0
7214,OIMC庶務業務業務委託,515,業務委託売上,9101,ｵﾘﾝﾊﾟｽ,9510000,0,1585000,11095000
7214,OIMC庶務業務業務委託,515,業務委託売上,,合計,9510000,0,1585000,11095000
7214,OIMC庶務業務業務委託,515,業務委託売上,,差額(科目 - 合計),,,,0
7215,八王子概算,517,派遣売上,9998,NOC その他,-213225,0,0,-213225
7215,八王子概算,517,派遣売上,,合計,-213225,0,0,-213225
7215,八王子概算,517,派遣売上,,差額(科目 - 合計),,,,0
7219,OT人事ｼｽﾃﾑ八王子,515,業務委託売上,9101,ｵﾘﾝﾊﾟｽ,3063960,0,510660,3574620
7219,OT人事ｼｽﾃﾑ八王子,515,業務委託売上,,合計,3063960,0,510660,3574620
7219,OT人事ｼｽﾃﾑ八王子,515,業務委託売上,,差額(科目 - 合計),,,,0
7222,ｵﾘﾝﾊﾟｽRMS㈱,517,派遣売上,9038,ｵﾘﾝﾊﾟｽRMS,1405500,0,239500,1645000
7222,ｵﾘﾝﾊﾟｽRMS㈱,517,派遣売上,,合計,1405500,0,239500,1645000
7222,ｵﾘﾝﾊﾟｽRMS㈱,517,派遣売上,,差額(科目 - 合計),,,,0
7224,ｱﾌﾟﾃｨﾌﾞ,517,派遣売上,6710,ｱﾌﾟﾃｨﾌﾞ,1164755,0,561318,1726073
7224,ｱﾌﾟﾃｨﾌﾞ,517,派遣売上,,合計,1164755,0,561318,1726073
7224,ｱﾌﾟﾃｨﾌﾞ,517,派遣売上,,差額(科目 - 合計),,,,0
7225,OT八庶務1,515,業務委託売上,9101,ｵﾘﾝﾊﾟｽ,7480000,0,1189000,8669000
7225,OT八庶務1,515,業務委託売上,,合計,7480000,0,1189000,8669000
7225,OT八庶務1,515,業務委託売上,,差額(科目 - 合計),,,,0
7226,ﾘｵﾝﾃｸﾉ,517,派遣売上,6776,ﾘｵﾝﾃｸﾉ,2029608,0,123250,2152858
7226,ﾘｵﾝﾃｸﾉ,517,派遣売上,,合計,2029608,0,123250,2152858
7226,ﾘｵﾝﾃｸﾉ,517,派遣売上,,差額(科目 - 合計),,,,0
7228,東京精密,517,派遣売上,6772,東京精密,224026,0,0,224026
7228,東京精密,517,派遣売上,,合計,224026,0,0,224026
7228,東京精密,517,派遣売上,,差額(科目 - 合計),,,,0
9147,ﾐﾗｲﾄ情報ｼｽﾃﾑ,517,派遣売上,6914,ﾐﾗｲﾄ情報ｼｽﾃﾑ,0,0,1370632,1370632
9147,ﾐﾗｲﾄ情報ｼｽﾃﾑ,517,派遣売上,,合計,0,0,1370632,1370632
9147,ﾐﾗｲﾄ情報ｼｽﾃﾑ,517,派遣売上,,差額(科目 - 合計),,,,0
9148,東京ｶﾝﾃｲ,515,業務委託売上,6916,東京ｶﾝﾃｲ,0,0,569880,569880
9148,東京ｶﾝﾃｲ,515,業務委託売上,,合計,0,0,569880,569880
9148,東京ｶﾝﾃｲ,515,業務委託売上,,差額(科目 - 合計),,,,0
9149,SBS即配ｻﾎﾟｰﾄ,515,業務委託売上,6921,SBS即配ｻﾎﾟｰﾄ,0,0,40000,40000
9149,SBS即配ｻﾎﾟｰﾄ,515,業務委託売上,,合計,0,0,40000,40000
9149,SBS即配ｻﾎﾟｰﾄ,515,業務委託売上,,差額(科目 - 合計),,,,0
9155,全日空商事,515,業務委託売上,6063,全日空商事,0,0,875000,875000
9155,全日空商事,515,業務委託売上,,合計,0,0,875000,875000
9155,全日空商事,515,業務委託売上,,差額(科目 - 合計),,,,0
9163,SATO社会保険労務士法人,515,業務委託売上,6970,SATO社会保険,0,0,269600,269600
9163,SATO社会保険労務士法人,515,業務委託売上,,合計,0,0,269600,269600
9163,SATO社会保険労務士法人,515,業務委託売上,,差額(科目 - 合計),,,,0
9185,ﾌｨｽｶｰｽｼﾞｬﾊﾟﾝ,515,業務委託売上,6850,ﾌｨｽｶｰｽ ｼﾞｬﾊﾟﾝ,0,0,511364,511364
9185,ﾌｨｽｶｰｽｼﾞｬﾊﾟﾝ,515,業務委託売上,,合計,0,0,511364,511364
9185,ﾌｨｽｶｰｽｼﾞｬﾊﾟﾝ,515,業務委託売上,,差額(科目 - 合計),,,,0
9231,珈琲館BS,515,業務委託売上,6897,珈琲館,5411268,0,0,5411268
9231,珈琲館BS,515,業務委託売上,,合計,5411268,0,0,5411268
9231,珈琲館BS,515,業務委託売上,,差額(科目 - 合計),,,,0
9232,ｴｰﾃﾞｨｰﾊﾟｰﾄﾅｰｽﾞ,515,業務委託売上,6901,ｴｰﾃﾞｨｰﾊﾟｰﾄﾅｰｽﾞ,8740000,0,1661000,10401000
9232,ｴｰﾃﾞｨｰﾊﾟｰﾄﾅｰｽﾞ,515,業務委託売上,,合計,8740000,0,1661000,10401000
